_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
879819338,false,finalized,3,2/11/2016 11:41:40,other_useful_information,0.3429,,'382813388503412736',"USGS reports a M1.7 #earthquake 70km ESE of Healy, Alaska on 9/28/13 @ 2:45:15 UTC http://t.co/MQkCfKZisl #quake"
879819339,false,finalized,3,2/11/2016 09:52:13,not_related_or_irrelevant,0.6345,,'382813391435206659',"QuakeFactor M 3.0, Southern Alaska: Sunday, September 29, 2013 21:15:20 UTCSunday, Septemb... http://t.co/edtau43Co2 #earthquake, #quake"
879819340,false,finalized,3,2/11/2016 08:00:14,not_related_or_irrelevant,0.6757,,'382813401845485568',What you wanna say abt #TTP #PeaceTalks &amp; #Pakistan ??? Call now &amp; #LetsTalk to RJ @ubaid_imran Live Now Insaf... http://t.co/tUAIo0krST
879819341,false,finalized,3,2/11/2016 09:36:47,donation_needs_or_offers_or_volunteering_services,0.6372,,'382813437513834497',Top Story: Pakistan quake survivors face long wait for aid: Awaran (Pakistan)- Tens of thousan... http://t.co/Cd6SYLXs5f #pakistan #news
879819342,false,finalized,3,2/11/2016 07:37:44,injured_or_dead_people,1.0,,'382813440655376384',"RT @SaimaMohsin: 264 dead, more than 400 injured in 7.7 magnitude quake very close to surface - #Awaran #Balochistan worst affected"
879819343,false,finalized,3,2/11/2016 07:32:38,other_useful_information,0.6286,,'382813444011204608',"USGS reports a M1.2 #earthquake 6km SSE of San Juan Bautista, California on 9/27/13 @ 21:36:47 UTC http://t.co/ZBpGpA5kNE #quake"
879819344,false,finalized,3,2/11/2016 07:40:26,other_useful_information,1.0,,'382813445495586816',"RT @ErumManzoor: Island that emerged near Gwadar #earthquake is temporary, say experts. Hmmm.  How about setting up a TTP office there? viaâ€¦"
879819345,false,finalized,3,2/11/2016 07:33:56,not_related_or_irrelevant,0.6667,,'382813466014121984',@AQpk 1300+ People have been killed due to terrorism in last 15 weeks. http://t.co/vwUGXigs6p  #OverthrowCorruptSystem #Pakistan
879819346,false,finalized,3,2/11/2016 08:50:14,injured_or_dead_people,1.0,,'382813467528282112',"Quetta quake toll 328, more deaths feared http://t.co/RQYwYjUnxh #Karachi #Pakistan"
879819347,false,finalized,3,2/11/2016 07:45:39,injured_or_dead_people,1.0,,'382813501489946624',"RT @RT_com: Update: Death toll in #Peshawar bomb blast rises to 38, about 100 injured - hospital officials http://t.co/N4phtjDGk8 #Pakistan"
879819348,false,finalized,4,2/11/2016 09:10:49,other_useful_information,1.0,,'382813501729017856',"#Earthquake M 2.1, Northern California http://t.co/90COqYKVRf"
879819349,false,finalized,3,2/11/2016 07:29:42,not_related_or_irrelevant,0.3429,,'382813514881982464',RT @CNBCPAKISTAN: Ch. Nisar: Rockets were fired at a rescue and relief helicopter when it tried to access #earthquake victims in #Balochistâ€¦
879819350,false,finalized,3,2/11/2016 07:30:31,donation_needs_or_offers_or_volunteering_services,0.6562,,'382813518602313729',Azerbaijani Ministry of Emergency Situations offered to #Pakistan to hold rescue operations in the quake-hit regions http://t.co/rlrOxB65s6
879819351,false,finalized,3,2/11/2016 07:59:28,other_useful_information,1.0,,'382813530396700672',RT @RT_com: PHOTO: #NASA releases image of #Pakistan's 'Earthquake Island' http://t.co/aBHdfEFZEl http://t.co/iwEFUiequ1
879819352,false,finalized,3,2/11/2016 09:30:40,other_useful_information,0.6471,,'382813532305096705',"#earthquake: M 1.0, Northern California http://t.co/6RRJuGEgb7"
879819353,false,finalized,3,2/11/2016 09:08:04,other_useful_information,1.0,,'382813540366954497',"RT @VincentTongue: #Peru  #earthquake M6.8M, Depth:33km   25 Sep 2013 16:42UTC   About 14191 people within 100km http://t.co/cC0ICGysLX"
879819354,false,finalized,3,2/11/2016 07:30:31,injured_or_dead_people,0.6562,,'382813540413095936',"RT @FoxNews: #Pakistan militants fire on quake relief helicopter, as death toll rises to 348: http://t.co/avePx9rEAU"
879819355,false,finalized,3,2/11/2016 07:33:57,missing_trapped_or_found_people,0.6857,,'382813561875361792',RT @Fahdhusain: 11 kids recovered alive from under earthquake rubble in Awaran. Shukar Allah!! #earthquake
879819356,false,finalized,3,2/11/2016 09:30:49,not_related_or_irrelevant,0.3514,,'382813565054226432',RT @allaboutmqm: News: #MQM Quaid Altaf Hussain Voices Concern Over Murderous Attempt On Prof Nabiâ€™s Life #Karachi #Pakistan http://t.co/28â€¦
879819357,false,finalized,3,2/11/2016 09:29:52,injured_or_dead_people,0.6667,,'382813569597071360',RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:â€¦
879819358,false,finalized,3,2/11/2016 08:47:55,injured_or_dead_people,1.0,,'382813587410259968',"Awaran mn 312 dead,, Keich mn 44 dead..:( #Balochistan #earthquake"
879819359,false,finalized,4,2/11/2016 09:12:29,donation_needs_or_offers_or_volunteering_services,1.0,,'382813601024995328',RT @allaboutmqm: News: This is the time of the need we must help the affected people of #Balochistan: @MQMUSA #MQM #Pakistan http://t.co/HQâ€¦
879819360,false,finalized,4,2/11/2016 09:11:54,donation_needs_or_offers_or_volunteering_services,0.7292,,'382813620356534272',RT @Chiltan: she is waiting for your help #Awaran girl child #BalochistanEarthquake  http://t.co/jlzN8iMrOx
879819361,false,finalized,3,2/11/2016 08:02:03,injured_or_dead_people,1.0,,'382813652752928768',RT @DrAwab: 250+ people have been killed in #Balochistan didn't we have a Chief Minister there? Missing? Abducted? Or has he gone island hoâ€¦
879819362,false,finalized,3,2/11/2016 09:19:31,other_useful_information,0.6471,,'382813700375474176',Just Shocking #News #Earthquake in #Pakistan #st... http://t.co/SiDBPiGwbT
879819363,false,finalized,3,2/11/2016 07:59:28,other_useful_information,1.0,,'382813702132867072',"#NASA Releases Images of #Earthquake Island off Coast of #Pakistan,  Zalzala #Jazeera: http://t.co/hKoJPHA9Xc  #EarthChanges"
879819364,false,finalized,3,2/11/2016 07:54:26,caution_and_advice,0.6667,,'382813719941484544',"#earthquake: M 1.9, Island of Hawaii, Hawaii http://t.co/MwWyOEaHvx"
879819365,false,finalized,4,2/11/2016 07:35:13,other_useful_information,1.0,,'382813733623300096',Khanchey bazi start on account of #earthquake victims  http://t.co/MgTkaQrq5l
879819366,false,finalized,3,2/11/2016 08:59:18,injured_or_dead_people,1.0,,'382813742683398144',"1000+ died and countless injured,many homeless and living without any relief service after earthquake in #Balochistan http://t.co/E7sxwXwUJU"
879819367,false,finalized,3,2/11/2016 07:29:42,other_useful_information,1.0,,'382813761330888704',Small island after earthquake in Pakistan http://t.co/ueRxtmpdZ4 #Pakistan #Gwadar #Balochistan #Earthquake #India via @Ma_knows_all00
879819368,false,finalized,3,2/11/2016 08:03:05,injured_or_dead_people,1.0,,'382813775604105216',Death toll in #Balochistan #earthquake mounts to 328 with 285 killed in #Awaran alone ~@PTVNewsOfficial #Pakistan
879819369,false,finalized,3,2/11/2016 07:55:42,other_useful_information,1.0,,'382813776304541697',RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent
879819370,false,finalized,4,2/11/2016 07:34:44,injured_or_dead_people,0.7674,,'382813788832940033',Balochistan #EarthQuake: Awaran's 95% houses are damaged - 1000+ deaths - Countless Injuries - No Medicines - No Relief. #Pakistan
879819371,false,finalized,3,2/11/2016 09:02:35,other_useful_information,0.6286,,'382813812040409089',RT @BalochTawar: Breaking News #EarthQuake of 5.5 Magnitude on ractel scale hit #Panjgur and #Awaran
